transaction_id,transaction_date_key,customer_id,account_id,product_id,branch_id,transaction_type_id,currency_id,channel_id,region_id,employee_id,risk_score_id,merchant_id,loan_type_id,fraud_status_id,payment_mode_id,time_id,tax_code_id,credit_rating_id,investment_plan_id,policy_id,amount
T4577,20240619,C102,A104,P101,B100,TT3,CUR4,CH1,R5,E4,RS2,M5,LT5,FS1,PM3,T4,TX3,CR4,IP1,PO5,946.59
T4578,20241022,C100,A100,P101,B103,TT2,CUR2,CH1,R1,E2,RS2,M5,LT2,FS3,PM3,T1,TX2,CR1,IP4,PO5,3337.22
T4579,20240219,C102,A100,P101,B103,TT1,CUR5,CH1,R4,E3,RS2,M5,LT3,FS5,PM5,T2,TX3,CR1,IP1,PO1,1168.49
T4580,20240119,C101,A100,P101,B101,TT5,CUR2,CH3,R5,E1,RS2,M3,LT5,FS2,PM4,T1,TX5,CR4,IP2,PO2,6602.43
T4581,20240611,C104,A102,P103,B103,TT5,CUR3,CH5,R4,E1,RS1,M3,LT5,FS5,PM4,T2,TX3,CR3,IP1,PO2,9136.81
T4582,20240207,C104,A100,P102,B104,TT4,CUR3,CH2,R2,E5,RS1,M5,LT3,FS3,PM4,T1,TX4,CR5,IP1,PO5,752.91
T4583,20240916,C103,A104,P101,B102,TT2,CUR5,CH5,R1,E5,RS5,M1,LT3,FS1,PM4,T5,TX2,CR1,IP5,PO5,2160.66
T4584,20240926,C102,A101,P100,B100,TT4,CUR3,CH5,R5,E4,RS3,M2,LT5,FS5,PM4,T3,TX1,CR3,IP4,PO4,594.81
T4585,20240328,C101,A101,P103,B103,TT5,CUR4,CH4,R5,E5,RS5,M2,LT5,FS3,PM1,T1,TX3,CR1,IP2,PO3,7189.48
T4586,20240724,C101,A102,P103,B100,TT3,CUR5,CH3,R2,E3,RS5,M2,LT4,FS3,PM2,T3,TX4,CR2,IP1,PO5,8919.29
T4587,20240102,C100,A100,P102,B100,TT4,CUR2,CH5,R1,E1,RS5,M3,LT5,FS1,PM4,T3,TX4,CR1,IP5,PO1,6460.26
T4588,20240730,C104,A101,P101,B102,TT4,CUR3,CH5,R4,E4,RS4,M4,LT2,FS3,PM2,T3,TX2,CR1,IP5,PO4,2863.81
T4589,20240627,C104,A101,P101,B103,TT4,CUR1,CH2,R5,E4,RS5,M5,LT5,FS2,PM3,T3,TX1,CR2,IP3,PO2,6009.55
T4590,20240730,C102,A103,P103,B102,TT3,CUR1,CH4,R2,E1,RS3,M4,LT4,FS3,PM5,T1,TX2,CR5,IP1,PO4,8829.87
T4591,20240417,C102,A104,P100,B102,TT2,CUR5,CH1,R4,E2,RS4,M2,LT2,FS5,PM2,T4,TX2,CR2,IP2,PO3,1397.55
T4592,20240809,C100,A101,P103,B103,TT3,CUR1,CH5,R2,E3,RS4,M2,LT2,FS5,PM1,T5,TX5,CR3,IP4,PO2,1525.57
T4593,20240328,C102,A102,P104,B103,TT5,CUR1,CH1,R3,E2,RS4,M2,LT3,FS5,PM3,T5,TX2,CR3,IP4,PO4,3136.33
T4594,20240229,C102,A103,P103,B103,TT2,CUR5,CH3,R2,E1,RS2,M2,LT2,FS3,PM5,T5,TX5,CR2,IP4,PO4,4767.69
T4595,20240328,C104,A100,P101,B101,TT5,CUR3,CH5,R3,E4,RS3,M4,LT4,FS4,PM3,T1,TX2,CR1,IP4,PO5,8673.03
T4596,20240205,C104,A101,P104,B101,TT3,CUR3,CH3,R4,E4,RS2,M2,LT2,FS2,PM4,T4,TX4,CR2,IP2,PO4,8618.23
T4597,20240506,C103,A101,P101,B103,TT2,CUR2,CH3,R5,E5,RS2,M3,LT3,FS3,PM1,T5,TX1,CR4,IP1,PO5,8738.8
T4598,20241012,C102,A100,P102,B104,TT2,CUR3,CH5,R3,E3,RS3,M2,LT3,FS2,PM1,T1,TX2,CR5,IP2,PO2,987.59
T4599,20240113,C102,A104,P103,B102,TT4,CUR5,CH3,R5,E5,RS2,M3,LT1,FS3,PM5,T4,TX5,CR3,IP2,PO3,6684.11
T4600,20241127,C103,A104,P102,B100,TT1,CUR1,CH2,R2,E4,RS2,M4,LT5,FS1,PM3,T4,TX1,CR3,IP3,PO3,2406.95
T4601,20241015,C100,A103,P104,B101,TT3,CUR1,CH5,R3,E2,RS3,M5,LT2,FS5,PM2,T4,TX3,CR4,IP4,PO5,3262.53
T4602,20240502,C102,A101,P104,B103,TT3,CUR3,CH4,R5,E4,RS1,M4,LT2,FS5,PM2,T2,TX2,CR3,IP4,PO3,9969.46
T4603,20240829,C104,A101,P100,B100,TT2,CUR2,CH3,R4,E4,RS5,M1,LT1,FS5,PM3,T4,TX2,CR2,IP1,PO4,1947.62
T4604,20241118,C102,A102,P100,B103,TT2,CUR5,CH1,R1,E5,RS5,M1,LT1,FS1,PM4,T1,TX1,CR4,IP1,PO4,8548.42
T4605,20240528,C102,A104,P100,B100,TT1,CUR5,CH3,R2,E1,RS4,M3,LT3,FS5,PM3,T4,TX5,CR5,IP5,PO4,9046.79
T4606,20241228,C101,A100,P104,B104,TT1,CUR4,CH2,R2,E4,RS4,M1,LT5,FS4,PM5,T5,TX2,CR3,IP3,PO2,1979.12
T4607,20240531,C104,A101,P100,B104,TT3,CUR5,CH1,R5,E3,RS1,M3,LT3,FS1,PM4,T2,TX1,CR3,IP4,PO2,4851.88
T4608,20240118,C102,A103,P100,B101,TT4,CUR2,CH2,R5,E3,RS3,M5,LT2,FS2,PM2,T2,TX5,CR4,IP4,PO5,2287.64
T4609,20240604,C100,A101,P100,B101,TT1,CUR3,CH3,R1,E5,RS1,M2,LT4,FS1,PM1,T5,TX1,CR2,IP2,PO1,6912.7
T4610,20240115,C100,A102,P102,B100,TT4,CUR2,CH3,R3,E1,RS2,M4,LT5,FS5,PM1,T1,TX1,CR3,IP1,PO4,7584.1
T4611,20240314,C102,A104,P100,B101,TT5,CUR2,CH4,R2,E1,RS5,M4,LT4,FS2,PM1,T1,TX1,CR5,IP3,PO3,574.54
T4612,20240611,C104,A102,P101,B103,TT2,CUR3,CH3,R3,E5,RS4,M4,LT3,FS3,PM3,T5,TX4,CR5,IP5,PO3,3852.05
T4613,20241015,C102,A102,P103,B101,TT2,CUR4,CH3,R2,E4,RS5,M2,LT2,FS4,PM5,T4,TX4,CR1,IP4,PO3,6299.85
T4614,20240619,C103,A103,P104,B101,TT2,CUR4,CH2,R1,E5,RS3,M1,LT1,FS4,PM4,T3,TX2,CR2,IP4,PO4,6695.2
T4615,20240220,C102,A103,P103,B104,TT3,CUR5,CH2,R4,E5,RS1,M1,LT5,FS4,PM2,T2,TX1,CR2,IP1,PO4,1696.67
T4616,20240726,C103,A103,P103,B101,TT5,CUR2,CH4,R5,E5,RS4,M4,LT5,FS5,PM3,T2,TX2,CR1,IP2,PO2,4642.82
T4617,20240601,C104,A102,P101,B103,TT5,CUR1,CH2,R3,E4,RS4,M1,LT5,FS4,PM5,T4,TX4,CR1,IP1,PO5,8858.11
T4618,20240930,C103,A102,P100,B104,TT3,CUR1,CH2,R3,E5,RS5,M5,LT4,FS4,PM5,T3,TX5,CR4,IP4,PO1,3318.42
T4619,20240121,C101,A104,P101,B100,TT2,CUR5,CH1,R2,E2,RS5,M3,LT4,FS5,PM3,T3,TX4,CR2,IP4,PO2,9845.22
T4620,20240109,C103,A101,P104,B103,TT2,CUR4,CH1,R3,E2,RS2,M2,LT1,FS1,PM5,T5,TX1,CR1,IP4,PO2,9009.19
T4621,20241225,C101,A101,P101,B100,TT1,CUR4,CH4,R5,E1,RS3,M5,LT1,FS4,PM3,T4,TX3,CR2,IP1,PO1,6693.61
T4622,20240618,C103,A101,P102,B104,TT1,CUR1,CH3,R1,E3,RS1,M4,LT1,FS1,PM2,T5,TX5,CR3,IP4,PO2,2380.09
T4623,20240204,C102,A102,P102,B100,TT1,CUR1,CH2,R2,E5,RS5,M2,LT5,FS5,PM2,T4,TX4,CR4,IP5,PO4,5918.85
T4624,20241214,C101,A103,P102,B102,TT2,CUR5,CH1,R4,E1,RS3,M3,LT1,FS1,PM5,T5,TX1,CR5,IP2,PO4,6964.98
T4625,20241101,C100,A101,P101,B100,TT5,CUR3,CH2,R2,E5,RS2,M2,LT4,FS2,PM3,T4,TX1,CR1,IP5,PO5,330.12
T4626,20240731,C104,A102,P102,B103,TT5,CUR5,CH5,R3,E5,RS1,M1,LT1,FS2,PM5,T2,TX4,CR4,IP5,PO3,6695.58
T4627,20240419,C101,A101,P100,B101,TT1,CUR2,CH2,R2,E3,RS5,M5,LT2,FS5,PM5,T1,TX3,CR4,IP3,PO2,1546.59
T4628,20241226,C101,A102,P100,B101,TT2,CUR2,CH3,R5,E5,RS4,M5,LT4,FS4,PM4,T1,TX1,CR5,IP5,PO5,2753.47
T4629,20240102,C104,A100,P100,B103,TT3,CUR3,CH3,R2,E2,RS4,M5,LT5,FS3,PM1,T2,TX5,CR2,IP3,PO3,7377.63
T4630,20240125,C104,A103,P103,B102,TT5,CUR5,CH1,R2,E3,RS3,M5,LT2,FS3,PM1,T2,TX1,CR5,IP3,PO1,4431.97
T4631,20241226,C100,A101,P101,B103,TT5,CUR2,CH3,R4,E4,RS2,M5,LT5,FS2,PM5,T5,TX4,CR4,IP3,PO2,7815.27
T4632,20240313,C101,A102,P100,B104,TT3,CUR5,CH1,R1,E3,RS5,M1,LT3,FS2,PM5,T1,TX5,CR1,IP5,PO5,5059.78
T4633,20240311,C100,A103,P100,B100,TT1,CUR3,CH1,R2,E4,RS1,M4,LT2,FS2,PM4,T3,TX2,CR4,IP5,PO5,4601.22
T4634,20241122,C104,A104,P101,B104,TT2,CUR5,CH1,R2,E3,RS1,M1,LT2,FS5,PM4,T4,TX2,CR5,IP2,PO2,9665.59
T4635,20240710,C100,A102,P101,B102,TT1,CUR5,CH1,R2,E1,RS3,M1,LT1,FS1,PM4,T2,TX5,CR1,IP2,PO2,1288.27
T4636,20240726,C102,A102,P102,B100,TT5,CUR2,CH4,R2,E5,RS2,M5,LT4,FS3,PM4,T1,TX1,CR5,IP5,PO5,7242.18
T4637,20240510,C104,A102,P102,B103,TT3,CUR2,CH3,R5,E2,RS1,M5,LT2,FS1,PM3,T4,TX5,CR4,IP5,PO2,9237.76
T4638,20241105,C101,A104,P101,B100,TT2,CUR2,CH5,R1,E3,RS2,M3,LT2,FS3,PM3,T4,TX2,CR2,IP3,PO3,6711.14
T4639,20240401,C100,A100,P100,B103,TT5,CUR3,CH4,R5,E2,RS3,M3,LT3,FS5,PM1,T3,TX4,CR1,IP1,PO3,5108.29
T4640,20240310,C103,A103,P101,B103,TT1,CUR3,CH1,R2,E1,RS2,M5,LT2,FS4,PM3,T2,TX3,CR2,IP5,PO4,4099.55
T4641,20240406,C102,A102,P101,B104,TT2,CUR5,CH4,R5,E4,RS4,M4,LT4,FS4,PM5,T5,TX1,CR5,IP4,PO3,9120.97
T4642,20240912,C103,A103,P101,B101,TT2,CUR1,CH2,R3,E3,RS1,M2,LT5,FS3,PM3,T4,TX2,CR3,IP4,PO3,7390.64
T4643,20240120,C100,A101,P100,B102,TT1,CUR1,CH4,R5,E2,RS1,M3,LT2,FS1,PM1,T2,TX2,CR2,IP1,PO4,6070.63
T4644,20240102,C103,A103,P101,B101,TT1,CUR4,CH5,R5,E3,RS3,M1,LT3,FS2,PM2,T4,TX2,CR1,IP3,PO2,3441.39
T4645,20240718,C100,A102,P104,B102,TT2,CUR3,CH3,R2,E3,RS3,M4,LT1,FS3,PM1,T2,TX2,CR3,IP3,PO2,2600.03
T4646,20240225,C102,A100,P103,B102,TT2,CUR3,CH5,R5,E5,RS1,M3,LT2,FS2,PM2,T2,TX1,CR4,IP2,PO1,6337.97
T4647,20240908,C103,A104,P100,B100,TT1,CUR1,CH1,R3,E1,RS5,M1,LT4,FS2,PM2,T4,TX3,CR5,IP1,PO3,54.86
T4648,20240515,C103,A102,P103,B104,TT5,CUR4,CH3,R2,E2,RS5,M3,LT3,FS4,PM1,T3,TX5,CR4,IP3,PO4,3616.76
T4649,20240718,C103,A101,P102,B102,TT2,CUR3,CH4,R3,E2,RS3,M4,LT3,FS5,PM5,T5,TX3,CR2,IP5,PO5,227.79
T4650,20240524,C101,A100,P101,B102,TT1,CUR5,CH3,R1,E5,RS4,M2,LT2,FS2,PM4,T3,TX3,CR3,IP2,PO3,4136.04
T4651,20241124,C102,A101,P101,B104,TT4,CUR3,CH1,R1,E3,RS4,M4,LT2,FS5,PM1,T3,TX1,CR3,IP2,PO3,6197.89
T4652,20240718,C102,A102,P101,B102,TT1,CUR3,CH5,R4,E3,RS4,M3,LT3,FS3,PM1,T3,TX2,CR1,IP4,PO5,1303.12
T4653,20240916,C101,A104,P101,B100,TT1,CUR5,CH4,R2,E2,RS1,M3,LT2,FS3,PM4,T4,TX4,CR5,IP4,PO2,5084.07
T4654,20240308,C104,A103,P101,B104,TT1,CUR5,CH2,R2,E3,RS1,M2,LT4,FS1,PM4,T4,TX3,CR4,IP1,PO5,4793.63
T4655,20240425,C101,A102,P101,B104,TT5,CUR3,CH4,R3,E4,RS2,M2,LT1,FS5,PM1,T4,TX4,CR4,IP4,PO2,8438.06
T4656,20240128,C100,A101,P103,B101,TT4,CUR3,CH4,R4,E1,RS2,M2,LT2,FS3,PM3,T5,TX3,CR5,IP1,PO3,1035.0
T4657,20240623,C101,A104,P104,B102,TT1,CUR2,CH3,R3,E4,RS4,M5,LT1,FS1,PM2,T2,TX1,CR4,IP5,PO4,2977.99
T4658,20240319,C101,A103,P103,B101,TT3,CUR4,CH5,R3,E4,RS1,M2,LT4,FS5,PM2,T2,TX5,CR5,IP3,PO5,7433.58
T4659,20240229,C103,A104,P102,B101,TT4,CUR3,CH2,R3,E2,RS1,M2,LT3,FS3,PM3,T2,TX4,CR2,IP4,PO1,6130.3
T4660,20240609,C101,A104,P100,B104,TT2,CUR4,CH5,R4,E4,RS5,M4,LT4,FS5,PM5,T2,TX5,CR1,IP1,PO2,6438.77
T4661,20240423,C104,A100,P104,B103,TT4,CUR2,CH4,R1,E3,RS3,M5,LT2,FS3,PM4,T5,TX3,CR3,IP1,PO3,3228.05
T4662,20240917,C103,A100,P103,B102,TT1,CUR1,CH1,R5,E5,RS1,M1,LT2,FS3,PM1,T2,TX1,CR2,IP4,PO5,1758.34
T4663,20240705,C101,A103,P102,B104,TT3,CUR2,CH5,R3,E1,RS2,M2,LT5,FS5,PM4,T5,TX3,CR5,IP1,PO3,1099.92
T4664,20240311,C101,A103,P104,B100,TT5,CUR3,CH1,R2,E4,RS3,M3,LT3,FS1,PM2,T3,TX4,CR5,IP4,PO2,6839.76
T4665,20240723,C102,A102,P103,B101,TT5,CUR2,CH2,R3,E4,RS5,M2,LT3,FS2,PM5,T5,TX4,CR2,IP3,PO2,6677.46
T4666,20241229,C104,A100,P103,B104,TT4,CUR2,CH4,R3,E3,RS4,M3,LT1,FS2,PM4,T1,TX3,CR1,IP1,PO5,4354.39
T4667,20240826,C103,A103,P102,B104,TT1,CUR5,CH1,R3,E1,RS5,M1,LT1,FS4,PM3,T2,TX1,CR1,IP1,PO3,1979.97
T4668,20241101,C103,A101,P101,B101,TT4,CUR3,CH3,R4,E5,RS5,M4,LT4,FS4,PM3,T1,TX2,CR1,IP4,PO3,5115.83
T4669,20240126,C102,A103,P101,B100,TT3,CUR3,CH4,R3,E5,RS1,M4,LT1,FS3,PM4,T1,TX2,CR2,IP2,PO3,6876.09
T4670,20241014,C103,A100,P103,B101,TT1,CUR1,CH5,R5,E5,RS3,M2,LT1,FS2,PM4,T4,TX2,CR3,IP1,PO5,8243.03
T4671,20240116,C104,A102,P104,B104,TT1,CUR2,CH4,R3,E2,RS1,M1,LT4,FS3,PM2,T3,TX5,CR5,IP1,PO2,256.51
T4672,20240104,C104,A102,P104,B103,TT1,CUR5,CH3,R5,E1,RS5,M4,LT2,FS2,PM2,T4,TX5,CR2,IP1,PO3,7865.5
T4673,20240922,C103,A103,P103,B102,TT2,CUR5,CH4,R5,E4,RS2,M2,LT5,FS3,PM1,T5,TX3,CR5,IP2,PO1,1827.12
T4674,20240614,C101,A100,P104,B103,TT1,CUR2,CH1,R2,E1,RS4,M3,LT5,FS3,PM2,T5,TX1,CR4,IP1,PO3,4187.86
T4675,20240109,C101,A100,P102,B104,TT2,CUR2,CH1,R1,E1,RS3,M1,LT2,FS2,PM3,T2,TX3,CR2,IP4,PO4,6357.32
T4676,20241205,C101,A103,P100,B101,TT5,CUR5,CH1,R3,E1,RS5,M2,LT1,FS4,PM1,T4,TX4,CR2,IP1,PO2,3143.95
T4677,20240218,C104,A100,P100,B100,TT5,CUR5,CH3,R1,E1,RS1,M4,LT3,FS4,PM3,T2,TX1,CR2,IP4,PO1,3483.86
T4678,20240511,C100,A102,P102,B104,TT4,CUR1,CH1,R3,E4,RS3,M5,LT4,FS2,PM5,T4,TX5,CR1,IP1,PO2,2955.23
T4679,20240107,C100,A100,P102,B102,TT5,CUR3,CH5,R4,E4,RS1,M1,LT1,FS2,PM4,T1,TX5,CR1,IP1,PO3,1751.86
T4680,20241218,C103,A100,P104,B103,TT5,CUR5,CH5,R4,E3,RS4,M2,LT3,FS3,PM4,T2,TX1,CR2,IP1,PO3,5609.76
T4681,20240910,C102,A102,P101,B100,TT5,CUR3,CH2,R3,E4,RS1,M2,LT3,FS1,PM2,T3,TX1,CR1,IP1,PO1,1498.98
T4682,20240704,C103,A102,P102,B104,TT1,CUR3,CH1,R5,E5,RS5,M5,LT2,FS4,PM2,T5,TX2,CR5,IP5,PO5,3170.28
T4683,20240529,C103,A104,P101,B100,TT1,CUR3,CH3,R5,E4,RS2,M5,LT5,FS3,PM2,T1,TX3,CR5,IP4,PO5,9945.72
T4684,20240327,C103,A101,P104,B103,TT2,CUR5,CH2,R2,E3,RS3,M3,LT2,FS1,PM3,T1,TX5,CR3,IP1,PO2,4532.37
T4685,20240617,C101,A102,P103,B104,TT5,CUR5,CH1,R3,E2,RS4,M5,LT2,FS4,PM3,T1,TX1,CR3,IP2,PO5,3715.85
T4686,20240223,C103,A101,P104,B102,TT5,CUR1,CH4,R3,E3,RS5,M1,LT5,FS3,PM3,T5,TX1,CR4,IP5,PO3,3724.68
T4687,20240609,C103,A102,P104,B100,TT4,CUR2,CH4,R2,E3,RS3,M3,LT2,FS5,PM2,T3,TX2,CR3,IP3,PO2,1553.48
T4688,20241226,C104,A102,P103,B103,TT5,CUR3,CH2,R1,E4,RS5,M5,LT4,FS4,PM1,T3,TX1,CR3,IP4,PO3,6590.04
T4689,20240413,C100,A100,P101,B102,TT3,CUR3,CH5,R3,E5,RS3,M5,LT1,FS5,PM1,T3,TX1,CR4,IP2,PO3,6507.91
T4690,20241129,C100,A103,P103,B104,TT5,CUR1,CH4,R4,E4,RS1,M5,LT4,FS3,PM1,T3,TX1,CR5,IP5,PO3,7312.35
T4691,20240416,C103,A101,P104,B103,TT2,CUR4,CH3,R3,E4,RS1,M4,LT2,FS1,PM4,T4,TX3,CR5,IP2,PO3,994.99
T4692,20241129,C102,A100,P104,B102,TT1,CUR3,CH2,R1,E5,RS1,M3,LT1,FS2,PM3,T4,TX4,CR2,IP3,PO2,1879.59
T4693,20240326,C103,A104,P102,B102,TT3,CUR3,CH2,R4,E1,RS2,M5,LT4,FS2,PM1,T2,TX4,CR3,IP4,PO2,5193.39
T4694,20241015,C101,A103,P104,B103,TT3,CUR1,CH4,R1,E4,RS5,M4,LT5,FS4,PM2,T4,TX1,CR4,IP1,PO4,6425.13
T4695,20240425,C101,A101,P104,B100,TT2,CUR1,CH4,R2,E3,RS3,M1,LT1,FS1,PM5,T3,TX4,CR5,IP4,PO4,8756.3
T4696,20240903,C100,A103,P103,B104,TT3,CUR2,CH5,R2,E1,RS3,M5,LT2,FS4,PM4,T2,TX3,CR4,IP1,PO3,7948.62
T4697,20240211,C102,A100,P103,B100,TT2,CUR1,CH3,R5,E1,RS3,M5,LT5,FS2,PM1,T4,TX3,CR2,IP3,PO2,5914.72
T4698,20240930,C103,A100,P102,B100,TT1,CUR4,CH1,R4,E1,RS4,M3,LT2,FS4,PM3,T1,TX3,CR5,IP1,PO1,7825.6
T4699,20240604,C104,A102,P101,B102,TT4,CUR3,CH1,R4,E4,RS1,M2,LT2,FS3,PM4,T2,TX3,CR2,IP5,PO4,5153.2
T4700,20241215,C102,A102,P104,B102,TT5,CUR5,CH2,R2,E1,RS1,M3,LT4,FS5,PM4,T4,TX3,CR2,IP5,PO2,5711.45
T4701,20240921,C101,A104,P102,B103,TT2,CUR2,CH1,R3,E2,RS2,M4,LT5,FS2,PM1,T4,TX2,CR2,IP3,PO1,9944.46
T4702,20240502,C104,A101,P103,B104,TT4,CUR3,CH4,R5,E4,RS1,M1,LT2,FS1,PM4,T4,TX1,CR2,IP1,PO2,2115.23
T4703,20240807,C100,A104,P104,B103,TT4,CUR5,CH2,R4,E1,RS4,M4,LT2,FS4,PM3,T2,TX1,CR1,IP1,PO3,3506.33
T4704,20241111,C104,A103,P102,B102,TT3,CUR4,CH5,R1,E5,RS1,M5,LT3,FS1,PM2,T2,TX5,CR2,IP3,PO5,1093.3
T4705,20240720,C101,A104,P103,B100,TT5,CUR1,CH3,R1,E4,RS4,M5,LT1,FS4,PM2,T2,TX3,CR5,IP1,PO3,1482.62
T4706,20240205,C102,A100,P100,B102,TT3,CUR5,CH4,R4,E3,RS3,M4,LT4,FS4,PM2,T5,TX4,CR4,IP3,PO2,4003.91
T4707,20241229,C104,A102,P103,B100,TT2,CUR4,CH3,R2,E2,RS1,M1,LT1,FS3,PM5,T1,TX2,CR3,IP4,PO3,6694.55
T4708,20240629,C103,A102,P101,B103,TT1,CUR5,CH3,R3,E3,RS1,M2,LT1,FS5,PM4,T4,TX2,CR5,IP4,PO5,1881.37
T4709,20240305,C100,A101,P100,B101,TT5,CUR4,CH2,R3,E4,RS3,M3,LT1,FS5,PM1,T4,TX5,CR1,IP3,PO5,4295.28
T4710,20241127,C101,A100,P103,B103,TT3,CUR5,CH3,R3,E2,RS1,M1,LT4,FS5,PM1,T3,TX1,CR4,IP1,PO1,2414.07
T4711,20240328,C100,A104,P102,B104,TT5,CUR4,CH4,R2,E2,RS3,M2,LT1,FS4,PM5,T1,TX5,CR4,IP5,PO4,2080.92
T4712,20240122,C103,A103,P102,B100,TT3,CUR2,CH3,R2,E4,RS1,M4,LT3,FS2,PM5,T4,TX3,CR4,IP4,PO4,8562.87
T4713,20241031,C101,A102,P103,B104,TT5,CUR5,CH3,R2,E1,RS2,M4,LT2,FS3,PM2,T1,TX5,CR1,IP1,PO4,670.96
T4714,20240517,C102,A102,P100,B103,TT5,CUR2,CH3,R5,E2,RS5,M1,LT5,FS2,PM4,T1,TX5,CR4,IP1,PO3,7391.43
T4715,20241107,C103,A100,P103,B103,TT1,CUR5,CH2,R1,E1,RS1,M1,LT5,FS4,PM5,T2,TX5,CR1,IP3,PO4,9455.89
T4716,20240226,C102,A104,P104,B103,TT1,CUR1,CH4,R2,E2,RS2,M5,LT1,FS4,PM2,T1,TX2,CR2,IP3,PO3,3794.15
T4717,20240719,C100,A103,P104,B101,TT3,CUR2,CH1,R5,E3,RS1,M5,LT2,FS4,PM1,T5,TX3,CR1,IP1,PO4,4877.54
T4718,20240530,C102,A102,P101,B103,TT3,CUR3,CH4,R3,E5,RS3,M4,LT5,FS5,PM3,T5,TX4,CR2,IP2,PO3,8337.32
T4719,20240124,C101,A101,P103,B103,TT4,CUR4,CH3,R5,E3,RS4,M3,LT5,FS2,PM1,T4,TX4,CR4,IP5,PO2,3706.11
T4720,20241104,C103,A100,P104,B101,TT1,CUR4,CH2,R1,E4,RS3,M1,LT4,FS2,PM1,T4,TX1,CR4,IP1,PO5,1402.32
T4721,20240807,C100,A100,P103,B102,TT3,CUR3,CH2,R4,E1,RS1,M5,LT5,FS1,PM3,T3,TX5,CR3,IP2,PO4,2040.59
T4722,20240917,C100,A104,P104,B103,TT5,CUR3,CH1,R4,E1,RS5,M2,LT1,FS1,PM1,T2,TX2,CR4,IP4,PO1,2040.02
T4723,20240803,C101,A102,P104,B101,TT5,CUR5,CH5,R5,E5,RS3,M1,LT4,FS5,PM1,T4,TX3,CR4,IP5,PO1,2190.76
T4724,20240127,C104,A100,P104,B104,TT3,CUR5,CH4,R4,E2,RS1,M2,LT3,FS1,PM3,T5,TX1,CR2,IP5,PO5,41.53
T4725,20240518,C100,A100,P100,B103,TT5,CUR1,CH2,R3,E3,RS5,M5,LT5,FS4,PM3,T3,TX1,CR5,IP3,PO4,5971.84
T4726,20240212,C100,A104,P100,B101,TT2,CUR5,CH2,R3,E4,RS4,M4,LT2,FS1,PM2,T5,TX4,CR4,IP1,PO1,8564.94
T4727,20240928,C104,A101,P104,B100,TT3,CUR3,CH5,R1,E3,RS5,M5,LT5,FS3,PM4,T4,TX4,CR1,IP5,PO1,5180.03
T4728,20241201,C101,A101,P103,B103,TT4,CUR5,CH3,R3,E4,RS4,M2,LT5,FS3,PM2,T3,TX5,CR3,IP4,PO2,2533.29
T4729,20240606,C100,A104,P101,B100,TT1,CUR4,CH3,R5,E5,RS5,M5,LT2,FS4,PM4,T4,TX3,CR2,IP1,PO4,7615.28
T4730,20241110,C101,A103,P100,B104,TT2,CUR4,CH2,R5,E2,RS2,M5,LT2,FS1,PM4,T1,TX5,CR4,IP5,PO5,1312.33
T4731,20240130,C103,A102,P102,B103,TT3,CUR4,CH3,R2,E4,RS3,M5,LT5,FS1,PM1,T2,TX4,CR5,IP3,PO1,8997.1
T4732,20240711,C104,A100,P104,B100,TT1,CUR2,CH5,R4,E2,RS5,M4,LT2,FS3,PM2,T3,TX5,CR1,IP4,PO5,9971.71
T4733,20241104,C104,A103,P104,B103,TT1,CUR3,CH1,R1,E1,RS5,M3,LT4,FS4,PM1,T3,TX3,CR4,IP1,PO4,4020.66
T4734,20240514,C104,A103,P100,B100,TT5,CUR2,CH1,R3,E3,RS3,M3,LT3,FS5,PM4,T2,TX2,CR4,IP2,PO1,608.0
T4735,20240613,C103,A101,P102,B101,TT2,CUR1,CH3,R5,E3,RS1,M2,LT3,FS4,PM3,T5,TX5,CR4,IP5,PO2,258.32
T4736,20240609,C102,A102,P102,B100,TT1,CUR3,CH1,R4,E1,RS2,M4,LT1,FS2,PM4,T1,TX1,CR4,IP1,PO2,2958.25
T4737,20240711,C102,A104,P101,B104,TT3,CUR1,CH4,R2,E4,RS5,M4,LT4,FS1,PM2,T4,TX1,CR4,IP3,PO4,4458.17
T4738,20240921,C103,A101,P101,B104,TT5,CUR3,CH1,R3,E4,RS2,M4,LT5,FS5,PM5,T3,TX2,CR5,IP3,PO3,7195.9
T4739,20240829,C103,A103,P104,B100,TT1,CUR1,CH2,R5,E5,RS1,M1,LT4,FS1,PM1,T4,TX2,CR1,IP4,PO2,8547.15
T4740,20241212,C104,A100,P103,B104,TT1,CUR4,CH1,R2,E5,RS3,M4,LT5,FS4,PM5,T2,TX3,CR1,IP4,PO5,6593.87
T4741,20240702,C103,A100,P103,B102,TT4,CUR4,CH4,R1,E3,RS3,M3,LT4,FS3,PM4,T2,TX4,CR2,IP5,PO1,7313.76
T4742,20240511,C100,A102,P104,B100,TT2,CUR4,CH1,R4,E4,RS3,M2,LT4,FS5,PM2,T1,TX4,CR1,IP3,PO4,7640.54
T4743,20241023,C100,A101,P101,B100,TT2,CUR3,CH4,R1,E1,RS1,M2,LT3,FS1,PM5,T5,TX4,CR1,IP3,PO4,815.84
T4744,20240202,C101,A100,P100,B101,TT3,CUR5,CH5,R5,E4,RS3,M1,LT5,FS1,PM5,T2,TX3,CR2,IP5,PO3,2149.64
T4745,20240612,C101,A100,P103,B100,TT4,CUR1,CH5,R1,E2,RS1,M3,LT3,FS2,PM1,T3,TX1,CR2,IP1,PO1,2024.0
