"dt","startdatetime","cpcode","response_code","originhits"
2022-06-06,2022-06-06T00:00:00.000Z,1136024,206,105832
2022-06-06,2022-06-06T00:00:00.000Z,1308083,403,438806
2022-06-06,2022-06-06T00:00:00.000Z,1236405,206,199653
2022-06-06,2022-06-06T00:00:00.000Z,1136019,500,539064
2022-06-07,2022-06-07T00:00:00.000Z,1136023,403,499854
2022-06-07,2022-06-07T00:00:00.000Z,1136022,503,483119
2022-06-07,2022-06-07T00:00:00.000Z,1069518,304,591545
2022-06-07,2022-06-07T00:00:00.000Z,1136024,0,766285
2022-06-07,2022-06-07T00:00:00.000Z,1136022,304,63679
2022-06-07,2022-06-07T00:00:00.000Z,1136008,400,502220
2022-06-07,2022-06-07T00:00:00.000Z,1274089,400,328938
2022-06-07,2022-06-07T00:00:00.000Z,1136023,400,411336
2022-06-07,2022-06-07T00:00:00.000Z,1277305,200,482557
2022-06-07,2022-06-07T00:00:00.000Z,1277305,204,685577
2022-06-07,2022-06-07T00:00:00.000Z,1136018,206,663765
2022-06-07,2022-06-07T00:00:00.000Z,1136024,504,646742
2022-06-07,2022-06-07T00:00:00.000Z,1277305,206,664509
2022-06-07,2022-06-07T00:00:00.000Z,1136008,504,10314
2022-06-07,2022-06-07T00:00:00.000Z,1136019,204,784686
2022-06-07,2022-06-07T00:00:00.000Z,1274090,503,560982
2022-06-07,2022-06-07T00:00:00.000Z,1274091,502,114658
2022-06-07,2022-06-07T00:00:00.000Z,1136018,400,222805
2022-06-07,2022-06-07T00:00:00.000Z,1136039,400,581313
2022-06-07,2022-06-07T00:00:00.000Z,1136001,404,50938
2022-06-07,2022-06-07T00:00:00.000Z,1274090,206,90810
2022-06-07,2022-06-07T00:00:00.000Z,1274091,200,664431
2022-06-07,2022-06-07T00:00:00.000Z,1136019,200,149542
2022-06-08,2022-06-08T00:00:00.000Z,1136024,200,764793
2022-06-08,2022-06-08T00:00:00.000Z,1135952,0,281698
2022-06-08,2022-06-08T00:00:00.000Z,1277306,400,140625
2022-06-08,2022-06-08T00:00:00.000Z,1136021,502,616837
2022-06-08,2022-06-08T00:00:00.000Z,1277307,304,656049
2022-06-08,2022-06-08T00:00:00.000Z,1274086,403,426287
2022-06-08,2022-06-08T00:00:00.000Z,1136018,204,2371
2022-06-08,2022-06-08T00:00:00.000Z,1136023,403,572024
2022-06-08,2022-06-08T00:00:00.000Z,1274086,403,345291
2022-06-08,2022-06-08T00:00:00.000Z,1136022,206,455912
2022-06-08,2022-06-08T00:00:00.000Z,1274091,500,412101
2022-06-08,2022-06-08T00:00:00.000Z,1136024,404,295868
2022-06-08,2022-06-08T00:00:00.000Z,1069770,404,414090
2022-06-08,2022-06-08T00:00:00.000Z,1136018,500,493965
2022-06-08,2022-06-08T00:00:00.000Z,1236405,504,746874
2022-06-08,2022-06-08T00:00:00.000Z,1274090,500,45769
2022-06-08,2022-06-08T00:00:00.000Z,1135952,206,746707
2022-06-08,2022-06-08T00:00:00.000Z,1274086,503,464692
2022-06-08,2022-06-08T00:00:00.000Z,1136019,204,382513
2022-06-08,2022-06-08T00:00:00.000Z,1136018,0,462453
2022-06-08,2022-06-08T00:00:00.000Z,1274091,504,378568
2022-06-08,2022-06-08T00:00:00.000Z,1274086,502,389026
2022-06-08,2022-06-08T00:00:00.000Z,1274091,404,581422
2022-06-09,2022-06-09T00:00:00.000Z,1274086,206,789838
2022-06-09,2022-06-09T00:00:00.000Z,1277306,404,683794
2022-06-09,2022-06-09T00:00:00.000Z,1308083,200,647024
2022-06-09,2022-06-09T00:00:00.000Z,1274086,403,191205
2022-06-09,2022-06-09T00:00:00.000Z,1136019,502,383040
2022-06-09,2022-06-09T00:00:00.000Z,1236405,304,17945
2022-06-09,2022-06-09T00:00:00.000Z,1136039,503,522811
2022-06-09,2022-06-09T00:00:00.000Z,1069518,204,418459
2022-06-09,2022-06-09T00:00:00.000Z,1274091,400,249447
2022-06-09,2022-06-09T00:00:00.000Z,1135952,403,545336
2022-06-09,2022-06-09T00:00:00.000Z,1308083,204,8421
2022-06-09,2022-06-09T00:00:00.000Z,1274091,0,727327
2022-06-09,2022-06-09T00:00:00.000Z,1069770,503,412488
2022-06-09,2022-06-09T00:00:00.000Z,1274091,404,506654
2022-06-09,2022-06-09T00:00:00.000Z,1136039,404,295761
2022-06-09,2022-06-09T00:00:00.000Z,1277305,503,251455
2022-06-09,2022-06-09T00:00:00.000Z,1069770,0,46166
2022-06-09,2022-06-09T00:00:00.000Z,1136021,403,6285
2022-06-09,2022-06-09T00:00:00.000Z,1136021,404,191339
2022-06-09,2022-06-09T00:00:00.000Z,1367469,204,67116
2022-06-09,2022-06-09T00:00:00.000Z,1277306,403,231506
2022-06-09,2022-06-09T00:00:00.000Z,1135952,200,600819
2022-06-09,2022-06-09T00:00:00.000Z,1277305,503,318348
2022-06-10,2022-06-10T00:00:00.000Z,1136022,404,329344
2022-06-10,2022-06-10T00:00:00.000Z,1135952,503,559597
2022-06-10,2022-06-10T00:00:00.000Z,1135952,404,586762
2022-06-10,2022-06-10T00:00:00.000Z,1136019,0,33531
2022-06-10,2022-06-10T00:00:00.000Z,1236405,502,719910
2022-06-10,2022-06-10T00:00:00.000Z,1274090,304,121788
2022-06-10,2022-06-10T00:00:00.000Z,1274091,503,706944
2022-06-10,2022-06-10T00:00:00.000Z,1367469,206,470405
2022-06-10,2022-06-10T00:00:00.000Z,1136001,304,370641
2022-06-10,2022-06-10T00:00:00.000Z,1136022,404,529862
2022-06-10,2022-06-10T00:00:00.000Z,1136022,503,172599
2022-06-10,2022-06-10T00:00:00.000Z,1274091,403,368400
2022-06-10,2022-06-10T00:00:00.000Z,1277305,504,689325
2022-06-10,2022-06-10T00:00:00.000Z,1136024,404,642839
2022-06-10,2022-06-10T00:00:00.000Z,1277305,403,585574
2022-06-10,2022-06-10T00:00:00.000Z,1277306,200,236954
2022-06-10,2022-06-10T00:00:00.000Z,1136038,204,711463
2022-06-10,2022-06-10T00:00:00.000Z,1274086,0,171453
2022-06-10,2022-06-10T00:00:00.000Z,1136039,503,328941
2022-06-10,2022-06-10T00:00:00.000Z,1274089,204,36601
2022-06-10,2022-06-10T00:00:00.000Z,1277307,404,698507
2022-06-10,2022-06-10T00:00:00.000Z,1277307,504,71006
2022-06-10,2022-06-10T00:00:00.000Z,1136001,404,524374
2022-06-11,2022-06-11T00:00:00.000Z,1274091,404,370851
2022-06-11,2022-06-11T00:00:00.000Z,1135952,404,721904
2022-06-11,2022-06-11T00:00:00.000Z,1274090,403,208415
2022-06-11,2022-06-11T00:00:00.000Z,1136024,504,8240
2022-06-11,2022-06-11T00:00:00.000Z,1274086,500,680121
2022-06-11,2022-06-11T00:00:00.000Z,1277305,504,702260
2022-06-11,2022-06-11T00:00:00.000Z,1136039,0,430211
2022-06-11,2022-06-11T00:00:00.000Z,1367469,200,325064
2022-06-11,2022-06-11T00:00:00.000Z,1367469,304,766508
2022-06-11,2022-06-11T00:00:00.000Z,1136024,204,574855
2022-06-11,2022-06-11T00:00:00.000Z,1308083,404,245798
2022-06-11,2022-06-11T00:00:00.000Z,1277307,206,508581
2022-06-11,2022-06-11T00:00:00.000Z,1136024,404,234337
2022-06-11,2022-06-11T00:00:00.000Z,1274091,403,167178
2022-06-11,2022-06-11T00:00:00.000Z,1136023,200,204429
2022-06-11,2022-06-11T00:00:00.000Z,1277307,0,740119
2022-06-11,2022-06-11T00:00:00.000Z,1136001,0,380585
2022-06-11,2022-06-11T00:00:00.000Z,1274089,502,796741
2022-06-11,2022-06-11T00:00:00.000Z,1136018,304,171735
2022-06-11,2022-06-11T00:00:00.000Z,1069770,204,466104
2022-06-11,2022-06-11T00:00:00.000Z,1136023,400,306791
2022-06-11,2022-06-11T00:00:00.000Z,1274086,404,276010
2022-06-11,2022-06-11T00:00:00.000Z,1274091,206,354990
2022-06-12,2022-06-12T00:00:00.000Z,1136023,206,493423
2022-06-12,2022-06-12T00:00:00.000Z,1136008,0,11623
2022-06-12,2022-06-12T00:00:00.000Z,1367469,503,431219
2022-06-12,2022-06-12T00:00:00.000Z,1136038,502,374567
2022-06-12,2022-06-12T00:00:00.000Z,1136023,0,392775
2022-06-12,2022-06-12T00:00:00.000Z,1367469,400,540352
2022-06-12,2022-06-12T00:00:00.000Z,1069518,500,541702
2022-06-12,2022-06-12T00:00:00.000Z,1136022,504,386164
2022-06-12,2022-06-12T00:00:00.000Z,1367469,204,765534
2022-06-12,2022-06-12T00:00:00.000Z,1274090,304,639975
2022-06-12,2022-06-12T00:00:00.000Z,1136023,502,487576
2022-06-12,2022-06-12T00:00:00.000Z,1136038,0,471710
2022-06-12,2022-06-12T00:00:00.000Z,1274090,502,116547
2022-06-12,2022-06-12T00:00:00.000Z,1367469,404,301491
2022-06-12,2022-06-12T00:00:00.000Z,1135952,502,403634
2022-06-12,2022-06-12T00:00:00.000Z,1136039,204,607662
2022-06-12,2022-06-12T00:00:00.000Z,1136001,500,572219
2022-06-12,2022-06-12T00:00:00.000Z,1136001,404,756215
2022-06-12,2022-06-12T00:00:00.000Z,1236405,404,742503
2022-06-12,2022-06-12T00:00:00.000Z,1136008,502,272422
2022-06-12,2022-06-12T00:00:00.000Z,1274089,502,515412
2022-06-12,2022-06-12T00:00:00.000Z,1277307,404,295892
2022-06-12,2022-06-12T00:00:00.000Z,1274090,206,324281
2022-06-13,2022-06-13T00:00:00.000Z,1136021,404,742088
2022-06-13,2022-06-13T00:00:00.000Z,1136001,503,452564
2022-06-13,2022-06-13T00:00:00.000Z,1136008,200,332231
2022-06-13,2022-06-13T00:00:00.000Z,1136039,206,512155
2022-06-13,2022-06-13T00:00:00.000Z,1274091,204,632213
2022-06-13,2022-06-13T00:00:00.000Z,1069518,206,375371
2022-06-13,2022-06-13T00:00:00.000Z,1136039,0,100955
2022-06-13,2022-06-13T00:00:00.000Z,1136038,200,198045
2022-06-13,2022-06-13T00:00:00.000Z,1274086,0,121527
2022-06-13,2022-06-13T00:00:00.000Z,1136021,304,158014
2022-06-13,2022-06-13T00:00:00.000Z,1136023,503,287183
2022-06-13,2022-06-13T00:00:00.000Z,1274086,500,168584
2022-06-13,2022-06-13T00:00:00.000Z,1136039,504,486033
2022-06-13,2022-06-13T00:00:00.000Z,1277306,502,690030
2022-06-13,2022-06-13T00:00:00.000Z,1136039,502,11960
2022-06-13,2022-06-13T00:00:00.000Z,1136008,502,523382
2022-06-13,2022-06-13T00:00:00.000Z,1274090,304,72782
2022-06-13,2022-06-13T00:00:00.000Z,1136023,204,710242
2022-06-13,2022-06-13T00:00:00.000Z,1277307,504,45061
2022-06-13,2022-06-13T00:00:00.000Z,1136001,200,324205
2022-06-13,2022-06-13T00:00:00.000Z,1136021,404,185380
2022-06-13,2022-06-13T00:00:00.000Z,1274086,206,676601
2022-06-13,2022-06-13T00:00:00.000Z,1136018,500,665848
2022-06-14,2022-06-14T00:00:00.000Z,1136038,204,189263
2022-06-14,2022-06-14T00:00:00.000Z,1136023,206,206624
2022-06-14,2022-06-14T00:00:00.000Z,1277305,503,236269
2022-06-14,2022-06-14T00:00:00.000Z,1236405,200,577758
2022-06-14,2022-06-14T00:00:00.000Z,1274089,200,568006
2022-06-14,2022-06-14T00:00:00.000Z,1136038,504,239155
2022-06-14,2022-06-14T00:00:00.000Z,1136018,502,83349
2022-06-14,2022-06-14T00:00:00.000Z,1136008,502,523277
2022-06-14,2022-06-14T00:00:00.000Z,1277306,206,117516
2022-06-14,2022-06-14T00:00:00.000Z,1236405,204,389339
2022-06-14,2022-06-14T00:00:00.000Z,1277306,503,577744
2022-06-14,2022-06-14T00:00:00.000Z,1136024,206,699476
2022-06-14,2022-06-14T00:00:00.000Z,1277305,500,614408
2022-06-14,2022-06-14T00:00:00.000Z,1277306,403,311582
2022-06-14,2022-06-14T00:00:00.000Z,1136018,0,721370
2022-06-14,2022-06-14T00:00:00.000Z,1136039,502,116133
2022-06-14,2022-06-14T00:00:00.000Z,1277305,200,389749
2022-06-14,2022-06-14T00:00:00.000Z,1274090,400,187704
2022-06-14,2022-06-14T00:00:00.000Z,1236405,403,95521
2022-06-14,2022-06-14T00:00:00.000Z,1236405,206,409741
2022-06-14,2022-06-14T00:00:00.000Z,1274089,400,190138
2022-06-14,2022-06-14T00:00:00.000Z,1069770,206,111900
2022-06-14,2022-06-14T00:00:00.000Z,1136021,504,364694
2022-06-15,2022-06-15T00:00:00.000Z,1367469,200,394566
2022-06-15,2022-06-15T00:00:00.000Z,1277306,504,186654
2022-06-15,2022-06-15T00:00:00.000Z,1136001,503,590589
2022-06-15,2022-06-15T00:00:00.000Z,1367469,500,114975
2022-06-15,2022-06-15T00:00:00.000Z,1069770,206,728065
2022-06-15,2022-06-15T00:00:00.000Z,1274086,404,331826
2022-06-15,2022-06-15T00:00:00.000Z,1069770,200,400415
2022-06-15,2022-06-15T00:00:00.000Z,1236405,204,238598
2022-06-15,2022-06-15T00:00:00.000Z,1274091,204,51789
2022-06-15,2022-06-15T00:00:00.000Z,1136022,404,127369
2022-06-15,2022-06-15T00:00:00.000Z,1236405,502,46365
2022-06-15,2022-06-15T00:00:00.000Z,1236405,304,677682
2022-06-15,2022-06-15T00:00:00.000Z,1367469,0,326030
2022-06-15,2022-06-15T00:00:00.000Z,1274090,503,429902
2022-06-15,2022-06-15T00:00:00.000Z,1136018,500,65166
2022-06-15,2022-06-15T00:00:00.000Z,1136023,504,684925
2022-06-15,2022-06-15T00:00:00.000Z,1274090,500,240541
2022-06-15,2022-06-15T00:00:00.000Z,1274086,200,750011
2022-06-15,2022-06-15T00:00:00.000Z,1136023,204,815174
2022-06-15,2022-06-15T00:00:00.000Z,1236405,502,427762
2022-06-15,2022-06-15T00:00:00.000Z,1136038,504,559847
2022-06-15,2022-06-15T00:00:00.000Z,1136039,500,415299
2022-06-15,2022-06-15T00:00:00.000Z,1274091,404,6357
2022-06-16,2022-06-16T00:00:00.000Z,1136018,304,240722
2022-06-16,2022-06-16T00:00:00.000Z,1277307,206,565385
2022-06-16,2022-06-16T00:00:00.000Z,1277307,206,383362
2022-06-16,2022-06-16T00:00:00.000Z,1136039,204,334630
2022-06-16,2022-06-16T00:00:00.000Z,1367469,400,316434
2022-06-16,2022-06-16T00:00:00.000Z,1277306,403,296263
2022-06-16,2022-06-16T00:00:00.000Z,1136001,304,109697
2022-06-16,2022-06-16T00:00:00.000Z,1136023,504,537982
2022-06-16,2022-06-16T00:00:00.000Z,1136038,0,90081
2022-06-16,2022-06-16T00:00:00.000Z,1135952,0,294947
2022-06-16,2022-06-16T00:00:00.000Z,1367469,304,529925
2022-06-16,2022-06-16T00:00:00.000Z,1069518,206,706770
2022-06-16,2022-06-16T00:00:00.000Z,1136022,502,251177
2022-06-16,2022-06-16T00:00:00.000Z,1136021,400,761755
2022-06-16,2022-06-16T00:00:00.000Z,1135952,502,751310
2022-06-16,2022-06-16T00:00:00.000Z,1136001,204,520150
2022-06-16,2022-06-16T00:00:00.000Z,1367469,503,440494
2022-06-16,2022-06-16T00:00:00.000Z,1274091,400,463949
2022-06-16,2022-06-16T00:00:00.000Z,1136018,504,120982
2022-06-16,2022-06-16T00:00:00.000Z,1274091,0,804573
2022-06-16,2022-06-16T00:00:00.000Z,1069518,200,205733
2022-06-16,2022-06-16T00:00:00.000Z,1136019,403,365095
2022-06-16,2022-06-16T00:00:00.000Z,1367469,206,10536
2022-06-17,2022-06-17T00:00:00.000Z,1277307,403,738697
2022-06-17,2022-06-17T00:00:00.000Z,1136023,400,233480
2022-06-17,2022-06-17T00:00:00.000Z,1274090,403,60298
2022-06-17,2022-06-17T00:00:00.000Z,1069518,0,722504
2022-06-17,2022-06-17T00:00:00.000Z,1136023,404,378083
2022-06-17,2022-06-17T00:00:00.000Z,1136018,503,670257
2022-06-17,2022-06-17T00:00:00.000Z,1136024,204,331378
2022-06-17,2022-06-17T00:00:00.000Z,1277307,304,830766
2022-06-17,2022-06-17T00:00:00.000Z,1136039,504,124309
2022-06-17,2022-06-17T00:00:00.000Z,1136039,204,685105
2022-06-17,2022-06-17T00:00:00.000Z,1136018,200,691117
2022-06-17,2022-06-17T00:00:00.000Z,1136021,0,835380
2022-06-17,2022-06-17T00:00:00.000Z,1274089,200,530407
2022-06-17,2022-06-17T00:00:00.000Z,1274090,504,53246
2022-06-17,2022-06-17T00:00:00.000Z,1136021,403,392282
2022-06-17,2022-06-17T00:00:00.000Z,1274089,200,161823
2022-06-17,2022-06-17T00:00:00.000Z,1274091,504,143737
2022-06-17,2022-06-17T00:00:00.000Z,1136001,206,337205
2022-06-17,2022-06-17T00:00:00.000Z,1069770,500,526491
2022-06-17,2022-06-17T00:00:00.000Z,1308083,503,199906
2022-06-17,2022-06-17T00:00:00.000Z,1136039,502,575192
2022-06-17,2022-06-17T00:00:00.000Z,1136008,503,228309
2022-06-17,2022-06-17T00:00:00.000Z,1274090,404,241188
2022-06-18,2022-06-18T00:00:00.000Z,1136022,403,45146
2022-06-18,2022-06-18T00:00:00.000Z,1277307,304,840004
2022-06-18,2022-06-18T00:00:00.000Z,1136001,304,399237
2022-06-18,2022-06-18T00:00:00.000Z,1069518,404,129391
2022-06-18,2022-06-18T00:00:00.000Z,1136008,304,440137
2022-06-18,2022-06-18T00:00:00.000Z,1136024,400,254879
2022-06-18,2022-06-18T00:00:00.000Z,1136038,404,5697
2022-06-18,2022-06-18T00:00:00.000Z,1136018,0,771218
2022-06-18,2022-06-18T00:00:00.000Z,1136039,0,473966
2022-06-18,2022-06-18T00:00:00.000Z,1236405,206,732068
2022-06-18,2022-06-18T00:00:00.000Z,1274089,403,285635
2022-06-18,2022-06-18T00:00:00.000Z,1308083,0,271416
2022-06-18,2022-06-18T00:00:00.000Z,1136023,200,63543
2022-06-18,2022-06-18T00:00:00.000Z,1274089,206,710929
2022-06-18,2022-06-18T00:00:00.000Z,1136021,503,638350
2022-06-18,2022-06-18T00:00:00.000Z,1308083,0,202419
2022-06-18,2022-06-18T00:00:00.000Z,1136018,500,129723
2022-06-18,2022-06-18T00:00:00.000Z,1136023,403,399013
2022-06-18,2022-06-18T00:00:00.000Z,1367469,502,728251
2022-06-18,2022-06-18T00:00:00.000Z,1274090,206,397484
2022-06-18,2022-06-18T00:00:00.000Z,1277307,206,695202
2022-06-18,2022-06-18T00:00:00.000Z,1136021,502,1436
2022-06-18,2022-06-18T00:00:00.000Z,1136001,504,789654
2022-06-19,2022-06-19T00:00:00.000Z,1136019,0,207663
2022-06-19,2022-06-19T00:00:00.000Z,1277305,304,304795
2022-06-19,2022-06-19T00:00:00.000Z,1274089,503,397549
2022-06-19,2022-06-19T00:00:00.000Z,1136008,500,633954
2022-06-19,2022-06-19T00:00:00.000Z,1069770,204,573411
2022-06-19,2022-06-19T00:00:00.000Z,1308083,200,171151
2022-06-19,2022-06-19T00:00:00.000Z,1277305,206,467322
2022-06-19,2022-06-19T00:00:00.000Z,1136001,504,704015
2022-06-19,2022-06-19T00:00:00.000Z,1136022,504,320069
2022-06-19,2022-06-19T00:00:00.000Z,1136023,404,679042
2022-06-19,2022-06-19T00:00:00.000Z,1277307,403,186854
2022-06-19,2022-06-19T00:00:00.000Z,1308083,404,217602
2022-06-19,2022-06-19T00:00:00.000Z,1308083,503,221297
2022-06-19,2022-06-19T00:00:00.000Z,1069770,206,802396
2022-06-19,2022-06-19T00:00:00.000Z,1136008,503,207510
2022-06-19,2022-06-19T00:00:00.000Z,1136021,204,266643
2022-06-19,2022-06-19T00:00:00.000Z,1136021,404,603631
2022-06-19,2022-06-19T00:00:00.000Z,1136018,404,124183
2022-06-19,2022-06-19T00:00:00.000Z,1136008,200,716652
2022-06-19,2022-06-19T00:00:00.000Z,1136038,503,73082
2022-06-19,2022-06-19T00:00:00.000Z,1367469,206,827673
2022-06-19,2022-06-19T00:00:00.000Z,1274089,404,391799
2022-06-19,2022-06-19T00:00:00.000Z,1136023,0,112616
2022-06-20,2022-06-20T00:00:00.000Z,1136001,200,754199
2022-06-20,2022-06-20T00:00:00.000Z,1274086,504,382454
2022-06-20,2022-06-20T00:00:00.000Z,1136019,403,682999
2022-06-20,2022-06-20T00:00:00.000Z,1274091,504,289968
2022-06-20,2022-06-20T00:00:00.000Z,1135952,503,107382
2022-06-20,2022-06-20T00:00:00.000Z,1277306,204,740184
2022-06-20,2022-06-20T00:00:00.000Z,1277306,503,520554
2022-06-20,2022-06-20T00:00:00.000Z,1136018,400,331301
2022-06-20,2022-06-20T00:00:00.000Z,1277305,200,720083
2022-06-20,2022-06-20T00:00:00.000Z,1136024,403,263539
2022-06-20,2022-06-20T00:00:00.000Z,1135952,200,499657
2022-06-20,2022-06-20T00:00:00.000Z,1367469,304,803024
2022-06-20,2022-06-20T00:00:00.000Z,1277307,500,75211
2022-06-20,2022-06-20T00:00:00.000Z,1274086,504,320352
2022-06-20,2022-06-20T00:00:00.000Z,1136022,500,645303
2022-06-20,2022-06-20T00:00:00.000Z,1136008,400,134556
2022-06-20,2022-06-20T00:00:00.000Z,1136024,500,207485
2022-06-20,2022-06-20T00:00:00.000Z,1277305,504,167037
2022-06-20,2022-06-20T00:00:00.000Z,1136001,304,381619
2022-06-20,2022-06-20T00:00:00.000Z,1274086,504,459879
2022-06-20,2022-06-20T00:00:00.000Z,1069518,404,693520
2022-06-20,2022-06-20T00:00:00.000Z,1277305,500,154922
2022-06-20,2022-06-20T00:00:00.000Z,1136024,502,218661
2022-06-21,2022-06-21T00:00:00.000Z,1274086,200,679144
2022-06-21,2022-06-21T00:00:00.000Z,1136008,502,757406
2022-06-21,2022-06-21T00:00:00.000Z,1136024,502,445292
2022-06-21,2022-06-21T00:00:00.000Z,1274091,0,513449
2022-06-21,2022-06-21T00:00:00.000Z,1069770,504,609258
2022-06-21,2022-06-21T00:00:00.000Z,1136038,504,455717
2022-06-21,2022-06-21T00:00:00.000Z,1136039,503,150051
2022-06-21,2022-06-21T00:00:00.000Z,1367469,206,196136
2022-06-21,2022-06-21T00:00:00.000Z,1274086,0,470092
2022-06-21,2022-06-21T00:00:00.000Z,1277307,502,270066
2022-06-21,2022-06-21T00:00:00.000Z,1236405,400,288125
2022-06-21,2022-06-21T00:00:00.000Z,1136021,400,421822
2022-06-21,2022-06-21T00:00:00.000Z,1136018,500,512156
2022-06-21,2022-06-21T00:00:00.000Z,1069770,200,71036
2022-06-21,2022-06-21T00:00:00.000Z,1274091,502,614106
2022-06-21,2022-06-21T00:00:00.000Z,1136023,204,376925
2022-06-21,2022-06-21T00:00:00.000Z,1135952,502,779739
2022-06-21,2022-06-21T00:00:00.000Z,1069518,200,141503
2022-06-21,2022-06-21T00:00:00.000Z,1136038,503,172814
2022-06-21,2022-06-21T00:00:00.000Z,1367469,304,352810
2022-06-21,2022-06-21T00:00:00.000Z,1136022,0,67310
2022-06-21,2022-06-21T00:00:00.000Z,1277307,204,221682
2022-06-21,2022-06-21T00:00:00.000Z,1136038,0,322004
2022-06-22,2022-06-22T00:00:00.000Z,1308083,200,545710
2022-06-22,2022-06-22T00:00:00.000Z,1136038,404,151476
2022-06-22,2022-06-22T00:00:00.000Z,1136023,206,786055
2022-06-22,2022-06-22T00:00:00.000Z,1136021,403,719804
2022-06-22,2022-06-22T00:00:00.000Z,1274086,204,686765
2022-06-22,2022-06-22T00:00:00.000Z,1136024,503,143945
2022-06-22,2022-06-22T00:00:00.000Z,1367469,404,89637
2022-06-22,2022-06-22T00:00:00.000Z,1367469,403,607930
2022-06-22,2022-06-22T00:00:00.000Z,1277307,503,138745
2022-06-22,2022-06-22T00:00:00.000Z,1277306,400,464010
2022-06-22,2022-06-22T00:00:00.000Z,1277307,0,652070
2022-06-22,2022-06-22T00:00:00.000Z,1069770,500,642984
2022-06-22,2022-06-22T00:00:00.000Z,1136022,503,398667
2022-06-22,2022-06-22T00:00:00.000Z,1274090,404,409766
2022-06-22,2022-06-22T00:00:00.000Z,1277306,502,93141
2022-06-22,2022-06-22T00:00:00.000Z,1274086,204,39622
2022-06-22,2022-06-22T00:00:00.000Z,1277306,502,709863
2022-06-22,2022-06-22T00:00:00.000Z,1136021,304,581818
2022-06-22,2022-06-22T00:00:00.000Z,1136001,304,606334
2022-06-22,2022-06-22T00:00:00.000Z,1136008,500,552619
2022-06-22,2022-06-22T00:00:00.000Z,1274089,500,147247
2022-06-22,2022-06-22T00:00:00.000Z,1135952,400,54252
2022-06-22,2022-06-22T00:00:00.000Z,1367469,206,325090
2022-06-23,2022-06-23T00:00:00.000Z,1308083,304,321488
2022-06-23,2022-06-23T00:00:00.000Z,1136019,400,404681
2022-06-23,2022-06-23T00:00:00.000Z,1277305,502,89810
2022-06-23,2022-06-23T00:00:00.000Z,1136019,206,837158
2022-06-23,2022-06-23T00:00:00.000Z,1136024,500,796663
2022-06-23,2022-06-23T00:00:00.000Z,1367469,403,838026
2022-06-23,2022-06-23T00:00:00.000Z,1136001,504,546786
2022-06-23,2022-06-23T00:00:00.000Z,1274086,200,437095
2022-06-23,2022-06-23T00:00:00.000Z,1069770,304,401163
2022-06-23,2022-06-23T00:00:00.000Z,1136008,404,195243
2022-06-23,2022-06-23T00:00:00.000Z,1277306,504,243118
2022-06-23,2022-06-23T00:00:00.000Z,1274089,403,328013
2022-06-23,2022-06-23T00:00:00.000Z,1136019,204,414590
2022-06-23,2022-06-23T00:00:00.000Z,1277305,404,380392
2022-06-23,2022-06-23T00:00:00.000Z,1277307,400,248699
2022-06-23,2022-06-23T00:00:00.000Z,1136022,500,532324
2022-06-23,2022-06-23T00:00:00.000Z,1274091,400,710230
2022-06-23,2022-06-23T00:00:00.000Z,1136021,304,112432
2022-06-23,2022-06-23T00:00:00.000Z,1136024,0,103606
2022-06-23,2022-06-23T00:00:00.000Z,1277306,400,433368
2022-06-23,2022-06-23T00:00:00.000Z,1136039,304,364723
2022-06-23,2022-06-23T00:00:00.000Z,1277307,304,57842
2022-06-23,2022-06-23T00:00:00.000Z,1136019,304,450852
2022-06-24,2022-06-24T00:00:00.000Z,1274086,200,253988
2022-06-24,2022-06-24T00:00:00.000Z,1277305,206,174477
2022-06-24,2022-06-24T00:00:00.000Z,1308083,0,582423
2022-06-24,2022-06-24T00:00:00.000Z,1136021,204,565414
2022-06-24,2022-06-24T00:00:00.000Z,1136038,500,261282
2022-06-24,2022-06-24T00:00:00.000Z,1277306,206,508009
2022-06-24,2022-06-24T00:00:00.000Z,1069770,403,826808
2022-06-24,2022-06-24T00:00:00.000Z,1069518,206,870400
2022-06-24,2022-06-24T00:00:00.000Z,1274086,503,852597
2022-06-24,2022-06-24T00:00:00.000Z,1136022,304,388726
2022-06-24,2022-06-24T00:00:00.000Z,1236405,503,688106
2022-06-24,2022-06-24T00:00:00.000Z,1367469,304,573916
2022-06-24,2022-06-24T00:00:00.000Z,1136038,0,367493
2022-06-24,2022-06-24T00:00:00.000Z,1136019,304,745271
2022-06-24,2022-06-24T00:00:00.000Z,1136018,503,541488
2022-06-24,2022-06-24T00:00:00.000Z,1136001,206,352862
2022-06-24,2022-06-24T00:00:00.000Z,1069770,204,582691
2022-06-24,2022-06-24T00:00:00.000Z,1136038,204,501077
2022-06-24,2022-06-24T00:00:00.000Z,1367469,200,814566
2022-06-24,2022-06-24T00:00:00.000Z,1136039,503,603283
2022-06-24,2022-06-24T00:00:00.000Z,1274090,200,83541
2022-06-24,2022-06-24T00:00:00.000Z,1069518,0,293550
2022-06-24,2022-06-24T00:00:00.000Z,1069518,206,781304
2022-06-25,2022-06-25T00:00:00.000Z,1136021,504,419381
2022-06-25,2022-06-25T00:00:00.000Z,1236405,500,342061
2022-06-25,2022-06-25T00:00:00.000Z,1135952,200,802240
2022-06-25,2022-06-25T00:00:00.000Z,1136018,304,769426
2022-06-25,2022-06-25T00:00:00.000Z,1274090,204,93262
